product_id,cost,competitor_price,demand_score,seasonality,rating,marketing_spend,price
PROD_0108,198.46,261.63,19,6,1.4,255.52,264.35
PROD_0109,80.04,111.12,45,6,2.6,578.13,119.1
PROD_0110,246.01,341.83,37,12,3.1,180.35,389.84
PROD_0111,145.75,197.17,54,12,4.3,66.93,227.15
PROD_0112,745.16,939.11,6,7,1.3,358.7,855.61
PROD_0113,650.33,842.38,14,6,2.4,1766.95,218.8
PROD_0114,514.05,591.07,4,2,4.3,517.75,678.68
PROD_0115,699.74,889.21,86,8,3.6,1941.8,1045.1
PROD_0116,646.86,782.37,55,4,2.2,1214.72,913.77
PROD_0117,165.52,201.73,100,9,4.4,512.65,269.13
PROD_0118,716.2,941.96,34,8,3.0,1019.41,1038.26
PROD_0119,440.69,506.2,27,3,3.0,477.23,527.72
PROD_0120,649.8,754.63,7,3,4.9,1968.75,835.12
PROD_0121,718.95,987.57,3,8,4.8,1702.17,1036.69
PROD_0122,268.04,286.72,47,2,2.4,101.17,391.72
PROD_0123,105.84,129.12,97,9,1.6,1898.16,147.25
PROD_0124,197.79,270.87,2,4,2.3,1456.08,144.22
PROD_0125,353.14,446.24,80,6,1.1,210.64,293.34
PROD_0126,658.05,816.8,25,3,1.1,1357.74,861.24
PROD_0127,691.37,786.37,60,3,2.6,1311.51,922.85
PROD_0128,25.42,29.75,79,3,4.8,476.64,39.48
PROD_0129,418.38,564.07,24,11,4.5,1528.97,633.89
PROD_0130,345.58,430.5,15,10,3.0,219.78,419.65
PROD_0131,193.24,237.72,95,12,3.3,1004.42,308.28
PROD_0132,113.49,123.13,14,12,1.0,69.35,165.38
PROD_0133,283.34,299.1,54,2,1.9,1939.04,429.0
PROD_0134,755.47,1048.06,78,8,1.1,1515.55,2976.8
PROD_0135,272.1,321.61,6,9,4.0,359.76,395.21
PROD_0136,424.66,535.54,78,8,1.6,716.26,564.82
PROD_0137,568.35,612.63,81,10,4.5,363.1,817.24
PROD_0138,303.63,391.41,18,3,3.6,1544.9,420.45
PROD_0139,777.99,1070.82,20,7,1.9,164.85,998.76
PROD_0140,770.71,964.53,62,11,1.6,1688.79,1139.05
PROD_0141,216.39,236.76,81,10,3.5,1887.28,342.87
PROD_0142,407.85,511.29,80,2,4.6,1369.42,619.99
PROD_0143,254.69,335.73,40,4,3.9,465.28,343.59
PROD_0144,242.18,288.73,39,12,2.4,752.18,324.88
PROD_0145,48.77,66.23,52,6,3.3,980.62,61.03
PROD_0146,495.46,632.72,32,11,2.2,1229.02,672.0
PROD_0147,412.09,562.39,73,5,5.0,1353.89,2068.92
PROD_0148,60.15,76.29,27,9,4.0,1130.72,84.86
PROD_0149,237.34,260.12,52,10,3.5,735.06,368.11
PROD_0150,728.45,843.83,97,4,2.7,1787.29,957.89
PROD_0151,206.86,231.81,63,5,3.5,208.71,295.08
PROD_0152,133.02,181.98,74,4,2.4,959.2,169.57
PROD_0153,401.77,528.79,63,8,1.1,1562.35,594.85
PROD_0154,788.81,1014.99,17,8,2.6,168.7,1021.37
PROD_0155,208.8,241.24,49,3,4.7,1425.4,262.19
PROD_0156,544.27,606.54,100,1,3.5,1648.44,782.19
PROD_0157,614.06,807.34,81,6,1.3,1338.62,854.18
PROD_0158,205.36,249.71,82,2,4.5,75.23,295.58
PROD_0159,588.01,663.88,23,2,2.1,401.27,813.12
PROD_0160,306.87,388.44,98,3,2.0,717.12,467.69
PROD_0161,513.2,546.1,72,8,2.2,505.7,802.11
PROD_0162,514.15,598.56,13,3,3.3,1927.17,2021.16
PROD_0163,437.9,531.61,23,7,3.2,1320.61,592.84
PROD_0164,90.43,99.63,57,10,3.0,629.09,132.19
PROD_0165,671.54,936.54,62,10,3.9,1862.91,949.21
PROD_0166,270.21,303.49,54,9,2.3,1494.16,336.47
PROD_0167,165.48,181.31,20,8,4.1,604.98,236.39
PROD_0168,51.8,58.09,86,1,1.7,788.82,65.39
PROD_0169,480.9,634.38,52,7,4.1,438.89,616.76
PROD_0170,548.5,657.61,23,7,3.7,1943.59,664.39
PROD_0171,32.94,41.1,35,8,3.7,1058.73,41.66
PROD_0172,419.43,443.49,67,10,2.9,1797.31,537.3
PROD_0173,196.67,208.87,34,5,3.7,725.67,238.45
PROD_0174,523.23,631.04,33,10,1.3,1728.64,697.18
PROD_0175,156.01,208.4,46,9,4.4,155.08,201.2
PROD_0176,558.93,760.05,81,9,1.2,1965.08,726.66
PROD_0177,321.65,347.5,45,8,1.6,1828.47,452.24
PROD_0178,750.65,929.62,19,6,3.3,758.25,917.45
PROD_0179,127.27,174.31,94,6,4.0,1560.71,165.05
PROD_0180,286.03,339.17,87,1,1.3,1516.9,397.55
PROD_0181,108.51,145.44,15,6,4.7,1807.45,141.57
PROD_0182,741.26,813.01,78,4,4.9,649.15,1037.6
PROD_0183,704.32,970.13,66,4,3.4,957.76,387.31
PROD_0184,221.19,290.43,39,2,2.9,1736.75,320.77
PROD_0185,534.79,737.72,18,11,4.0,1568.23,780.06
PROD_0186,657.43,846.0,70,4,2.3,817.26,2768.5
PROD_0187,453.06,533.33,59,5,3.0,1699.16,627.79
PROD_0188,433.13,597.01,32,12,4.7,141.56,612.73
PROD_0189,208.64,239.2,21,5,4.8,1574.99,269.04
PROD_0190,92.62,108.02,40,5,4.7,453.19,134.4
PROD_0191,719.83,932.38,92,4,2.0,607.94,958.03
PROD_0192,722.33,951.93,27,1,1.9,1011.77,948.99
PROD_0193,513.82,706.65,2,10,2.2,926.98,665.09
PROD_0194,284.44,319.05,97,8,2.8,1065.11,434.78
PROD_0195,292.38,388.67,80,3,2.3,1112.31,453.29
PROD_0196,586.25,767.1,39,2,2.5,696.48,849.54
PROD_0197,719.75,771.8,86,9,3.5,391.69,925.14
PROD_0198,711.93,844.01,56,7,4.1,1548.54,957.41
PROD_0199,628.3,721.9,13,9,3.9,829.95,886.99
PROD_0200,520.78,602.32,56,2,4.3,1036.39,722.88
PROD_0201,85.63,119.37,66,9,1.1,1307.16,117.79
PROD_0202,146.07,186.24,78,10,1.2,1823.79,216.26
PROD_0203,720.87,937.99,56,9,4.2,1429.73,1037.11
PROD_0204,493.01,,28,11,3.1,138.65,764.37
PROD_0205,27.17,32.12,64,9,3.3,1685.19,40.38
PROD_0206,99.15,131.93,71,10,1.2,1979.24,137.43
PROD_0207,537.53,646.16,82,10,2.0,971.35,765.96
PROD_0208,23.95,32.43,64,4,3.6,1940.7,35.49
PROD_0209,145.43,161.9,56,10,4.4,1117.29,206.07
PROD_0210,448.01,619.01,41,3,4.7,946.25,627.18
PROD_0211,559.68,630.52,100,6,3.0,696.24,883.22
PROD_0212,528.53,615.3,41,3,3.2,1332.23,743.73
PROD_0213,194.93,256.27,100,11,4.3,498.15,294.62
PROD_0214,575.5,683.59,4,9,3.2,254.62,771.36
PROD_0215,205.05,258.96,57,3,,103.11,1009.9
PROD_0216,273.81,330.11,30,2,4.6,620.14,333.14
PROD_0217,602.26,788.86,88,8,4.2,821.75,835.16
PROD_0218,526.71,595.14,84,6,4.6,1126.55,813.54
PROD_0219,682.39,730.48,46,8,1.9,620.86,926.82
PROD_0220,532.94,615.53,56,7,3.1,1968.92,777.5
PROD_0221,463.28,563.35,31,3,4.4,618.9,629.56
PROD_0222,93.07,103.19,88,8,1.4,909.9,147.47
PROD_0223,306.82,360.26,7,10,4.2,251.39,370.23
PROD_0224,226.86,269.96,90,1,1.7,558.22,292.12
PROD_0225,210.31,225.05,77,1,4.2,144.25,293.53
PROD_0226,778.95,976.92,54,10,3.4,1141.04,1112.27
PROD_0227,326.62,444.04,8,8,1.8,1514.58,418.77
PROD_0228,715.8,789.6,55,9,2.9,431.63,918.83
PROD_0229,512.29,645.09,69,10,3.7,767.43,737.66
PROD_0230,639.95,820.84,44,6,3.5,82.4,823.61
PROD_0231,412.06,493.14,13,5,2.7,1687.07,560.24
PROD_0232,469.99,608.81,93,2,4.6,1570.93,737.51
PROD_0233,404.16,482.47,20,11,3.1,173.35,611.02
PROD_0234,172.29,211.33,78,9,3.0,761.49,236.26
PROD_0235,583.51,614.19,32,6,1.2,1912.81,817.27
PROD_0236,239.0,308.82,60,8,4.7,814.45,334.68
PROD_0237,38.97,49.93,50,9,1.7,1076.11,59.65
PROD_0238,523.47,556.68,27,9,3.1,742.72,741.85
PROD_0239,158.15,186.44,25,8,4.2,1212.46,206.97
PROD_0240,753.56,1049.45,52,12,1.9,1957.41,1037.89
PROD_0241,764.06,914.78,68,10,3.1,1995.13,1046.92
PROD_0242,733.59,899.15,21,8,2.0,1560.69,932.51
PROD_0243,308.72,422.48,18,3,4.0,838.41,413.17
PROD_0244,32.06,41.71,39,3,3.3,1014.14,45.35
PROD_0245,744.09,932.88,15,2,4.4,745.63,517.65
PROD_0246,353.98,470.53,53,1,4.6,1971.87,520.31
PROD_0247,773.99,1046.84,38,4,3.6,1430.13,1143.43
PROD_0248,771.62,933.6,48,2,3.9,925.42,1121.68
PROD_0249,685.35,833.58,52,2,3.2,73.62,886.13
PROD_0250,249.67,295.89,88,11,2.5,1064.94,397.53
PROD_0251,320.38,444.79,72,11,3.6,1968.66,499.39
PROD_0252,683.89,884.95,28,5,4.6,1069.97,1012.01
PROD_0253,267.2,288.34,85,4,2.7,405.73,365.84
PROD_0254,152.2,205.79,16,1,2.3,93.08,196.8
PROD_0255,454.3,553.43,16,9,2.6,741.67,623.72
PROD_0256,750.2,805.76,35,4,2.7,1840.54,1048.42
PROD_0257,562.9,699.35,17,5,1.3,1993.28,793.04
PROD_0258,464.65,555.72,73,7,3.0,1893.47,610.08
PROD_0259,95.8,130.02,99,2,3.0,1472.37,142.16
PROD_0260,499.71,560.37,52,8,3.4,1138.38,624.47
PROD_0261,792.24,1061.02,93,11,2.5,1201.84,1169.98
PROD_0262,129.27,160.96,82,2,3.5,1101.03,192.32
PROD_0263,424.3,453.62,12,11,4.5,1428.75,563.75
PROD_0264,704.35,979.15,83,10,4.8,866.8,963.73
PROD_0265,597.8,734.94,48,5,3.3,1354.95,874.27
PROD_0266,563.67,649.24,22,12,1.2,287.14,823.38
PROD_0267,567.94,689.64,49,2,4.9,568.11,721.11
PROD_0268,300.4,405.62,52,2,3.8,1680.21,427.01
PROD_0269,249.0,288.02,79,4,2.3,1812.31,329.84
PROD_0270,651.3,727.79,1,4,1.6,1101.07,804.09
PROD_0271,651.89,713.93,66,8,1.6,111.69,871.74
PROD_0272,696.32,803.72,64,6,1.7,1857.6,879.35
PROD_0273,732.33,,8,10,1.2,1419.03,1074.72
PROD_0274,418.85,508.93,86,8,4.6,857.35,562.82
PROD_0275,411.18,464.48,25,7,,1216.84,600.36
PROD_0276,642.67,712.18,66,10,3.8,888.06,955.55
PROD_0277,526.97,614.69,73,4,4.3,957.41,841.25
PROD_0278,567.53,782.61,73,2,4.2,1779.28,801.68
PROD_0279,640.72,749.68,77,9,4.5,364.11,991.69
PROD_0280,714.2,996.92,70,2,4.9,252.15,1086.65
PROD_0281,283.64,345.99,94,1,2.8,55.32,365.81
PROD_0282,312.95,348.23,79,8,4.8,662.3,448.75
PROD_0283,93.31,127.07,51,10,3.9,337.46,115.36
PROD_0284,471.06,570.51,53,9,1.3,478.97,656.52
PROD_0285,48.03,62.37,15,1,3.7,71.92,63.24
PROD_0286,383.17,534.25,50,7,3.7,493.03,495.28
PROD_0287,443.26,473.21,71,2,4.6,698.79,680.43
PROD_0288,243.5,263.92,75,6,2.5,111.56,922.83
PROD_0289,480.85,626.14,38,11,3.3,1235.41,745.15
PROD_0290,43.79,50.3,40,5,1.0,1159.16,51.77
PROD_0291,49.13,54.76,66,1,2.3,239.22,70.02
PROD_0292,661.63,703.82,39,2,1.2,1210.27,821.63
PROD_0293,300.95,318.3,74,2,3.1,1997.38,401.29
PROD_0294,119.11,157.35,17,10,4.3,1891.71,172.02
PROD_0295,427.35,468.82,7,10,1.8,55.21,536.1
PROD_0296,620.59,753.22,39,6,3.1,1600.99,332.23
PROD_0297,188.34,237.7,68,11,1.8,739.53,297.98
PROD_0298,505.85,606.99,35,12,1.5,174.12,639.36
PROD_0299,86.57,91.72,51,1,3.0,627.17,125.71
PROD_0300,60.31,79.87,47,11,1.3,677.39,79.45
PROD_0301,434.46,457.78,36,4,3.3,1070.33,547.1
PROD_0302,441.7,581.56,64,12,1.1,1339.11,614.37
PROD_0303,517.2,704.76,95,10,1.4,1510.66,820.68
PROD_0304,586.35,704.5,89,11,3.2,529.51,843.12
PROD_0305,781.16,966.64,13,5,3.4,677.45,1107.3
PROD_0306,422.71,514.42,18,2,1.1,651.34,607.7
PROD_0307,271.91,322.54,21,2,3.3,757.34,357.88
PROD_0308,640.25,871.12,65,7,4.4,1999.33,953.57
PROD_0309,231.25,315.16,100,7,3.9,1566.99,363.83
PROD_0310,362.4,423.11,8,6,1.5,1951.23,461.35
PROD_0311,81.2,102.74,48,1,3.4,1401.57,104.62
PROD_0312,39.77,54.67,85,12,3.7,842.23,60.35
PROD_0313,770.87,1068.98,43,12,1.1,810.0,1182.71
PROD_0314,672.06,825.39,53,3,4.4,1002.73,1010.35
PROD_0315,562.86,680.21,85,9,4.6,862.9,768.52
PROD_0316,338.98,389.0,27,10,4.4,1665.24,444.22
PROD_0317,155.17,215.0,19,1,4.3,956.75,222.24
PROD_0318,142.02,156.22,23,2,,626.45,170.0
PROD_0319,215.19,269.62,50,8,3.5,1560.98,320.73
PROD_0320,448.4,515.16,51,7,3.7,1716.12,562.98
PROD_0321,577.38,662.64,43,9,4.2,869.84,864.08
PROD_0322,534.95,637.53,99,10,3.6,1352.23,851.85
PROD_0323,238.35,333.59,51,12,2.3,164.67,341.06
PROD_0324,764.79,817.75,69,12,2.5,1082.46,1051.41
PROD_0325,595.56,745.93,41,4,4.6,137.71,805.34
PROD_0326,452.4,,72,4,1.1,106.92,609.34
PROD_0327,497.14,548.89,11,7,3.8,1245.2,648.02
PROD_0328,347.29,418.08,80,1,4.8,641.5,522.62
PROD_0329,213.23,261.99,88,10,3.8,1497.95,293.57
PROD_0330,297.66,339.5,85,12,5.0,1797.36,461.67
PROD_0331,611.12,709.36,52,9,3.8,321.81,886.94
PROD_0332,31.23,33.74,23,2,1.1,1462.82,42.89
PROD_0333,110.54,127.79,49,1,4.3,1053.31,147.39
PROD_0334,55.88,77.58,38,7,2.1,268.63,75.16
PROD_0335,51.77,71.47,47,6,2.8,1320.61,75.36
PROD_0336,687.26,802.17,72,12,2.2,1238.46,1101.84
PROD_0337,568.85,710.95,7,3,2.1,1055.5,691.06
PROD_0338,389.86,533.46,66,1,2.7,1856.62,497.32
PROD_0339,96.31,101.33,94,12,2.5,1066.11,159.63
PROD_0340,403.46,538.11,77,5,3.5,1981.5,628.43
PROD_0341,389.31,538.0,62,10,4.3,1043.0,572.02
PROD_0342,155.1,167.81,87,4,2.2,275.91,196.1
PROD_0343,358.4,396.58,29,5,1.9,967.42,498.41
PROD_0344,330.83,458.62,38,1,3.7,405.54,487.08
PROD_0345,500.36,619.52,84,1,3.7,1214.41,719.74
PROD_0346,515.37,543.7,33,5,4.6,1401.61,678.41
PROD_0347,55.34,63.09,29,6,1.1,963.45,229.68
PROD_0348,312.2,376.97,79,5,4.4,240.52,471.26
PROD_0349,508.17,656.82,23,2,3.1,963.85,615.05
PROD_0350,412.45,538.9,3,9,3.5,208.84,538.09
PROD_0351,688.06,,93,5,1.4,1380.15,1010.08
PROD_0352,533.78,614.18,45,11,2.7,1591.22,815.67
PROD_0353,147.09,182.15,8,11,1.9,1926.64,218.61
PROD_0354,75.04,92.8,86,5,2.0,340.16,111.24
PROD_0355,521.09,621.12,29,10,3.0,1088.22,638.63
PROD_0356,40.68,45.12,2,9,4.2,1156.7,49.88
PROD_0357,476.9,663.9,50,3,4.0,1848.83,709.94
PROD_0358,753.38,1016.05,65,5,3.4,1273.19,951.79
PROD_0359,468.87,574.09,20,12,3.2,333.74,666.89
PROD_0360,322.77,407.06,52,5,2.7,900.89,463.25
PROD_0361,521.76,589.35,85,2,4.9,1326.79,709.51
PROD_0362,377.44,468.15,37,11,3.2,1415.55,564.27
PROD_0363,445.58,576.24,72,4,2.0,1732.99,625.31
PROD_0364,754.34,928.07,27,11,1.9,401.99,1033.59
PROD_0365,321.16,448.53,47,11,3.4,1905.51,481.63
PROD_0366,769.73,972.91,99,2,,165.32,1178.18
PROD_0367,726.17,856.77,6,5,1.0,1968.34,944.36
PROD_0368,172.72,228.03,60,10,4.3,1722.65,255.39
PROD_0369,74.1,82.23,45,12,3.8,1337.53,99.7
PROD_0370,98.61,116.81,44,2,3.6,1483.24,127.79
PROD_0371,34.21,40.08,83,10,1.3,191.75,44.04
PROD_0372,93.67,112.5,18,9,2.4,130.89,129.13
PROD_0373,552.75,731.63,65,10,4.7,248.44,747.13
PROD_0374,75.53,92.1,25,6,4.5,220.35,92.98
PROD_0375,268.8,356.94,27,8,2.1,1117.39,370.98
PROD_0376,679.0,849.96,7,9,1.6,470.12,795.87
PROD_0377,38.15,44.63,44,8,2.8,1727.4,49.48
PROD_0378,655.29,873.82,29,5,2.4,919.21,882.36
PROD_0379,239.85,271.84,95,5,3.7,1406.25,332.64
PROD_0380,112.17,126.59,44,6,4.9,1323.1,556.41
PROD_0381,563.45,691.12,36,1,2.5,673.71,733.06
PROD_0382,510.58,582.72,19,11,1.2,524.18,1797.07
PROD_0383,704.43,741.89,6,8,4.6,717.79,1022.9
PROD_0384,593.36,757.66,25,2,1.2,1603.48,859.31
PROD_0385,646.72,794.74,31,6,4.8,1193.24,944.79
PROD_0386,239.99,289.41,9,9,3.7,544.4,349.42
PROD_0387,158.4,219.93,84,3,4.8,1644.8,232.67
PROD_0388,605.48,756.8,74,2,,156.78,873.31
PROD_0389,649.33,878.03,37,10,1.2,1413.41,881.96
PROD_0390,792.59,,27,5,3.0,906.25,1112.85
PROD_0391,341.84,427.04,13,11,2.8,1476.02,493.32
PROD_0392,310.17,419.91,41,9,2.3,1858.55,406.84
PROD_0393,625.6,784.56,66,6,4.8,1512.57,937.85
PROD_0394,285.83,371.95,85,8,4.3,911.83,430.85
PROD_0395,745.99,880.43,97,8,3.6,344.4,1164.67
PROD_0396,689.56,746.35,24,7,1.7,1622.38,849.13
PROD_0397,354.62,429.18,44,5,3.9,948.38,460.48
PROD_0398,605.68,719.59,98,2,3.9,196.86,837.3
PROD_0399,608.54,823.65,60,10,2.7,1452.16,852.71
PROD_0400,100.44,114.04,9,10,4.7,619.11,123.17
PROD_0401,723.99,1005.16,2,5,1.7,145.33,467.99
PROD_0402,414.1,573.67,56,12,2.1,1810.36,581.69
PROD_0403,664.64,755.47,30,7,1.3,992.05,836.87
PROD_0404,269.64,315.97,22,12,4.2,597.87,400.5
PROD_0405,718.51,979.65,75,12,3.5,1446.95,1151.76
PROD_0406,323.58,449.23,81,7,2.3,1777.51,431.6
PROD_0407,28.45,34.29,100,11,1.7,50.6,43.28
PROD_0408,726.2,844.1,13,2,1.2,1391.31,843.36
PROD_0409,91.2,,71,7,1.7,1545.67,117.78
PROD_0410,269.06,347.29,16,6,2.8,459.36,364.44
PROD_0411,761.05,871.95,97,7,2.0,1004.77,1164.03
PROD_0412,761.47,995.83,45,11,2.0,224.11,1174.76
PROD_0413,467.28,499.09,65,8,4.5,1506.16,662.15
PROD_0414,512.83,547.32,11,4,3.1,1702.54,737.26
PROD_0415,369.79,438.27,70,1,3.9,260.96,472.12
PROD_0416,248.7,291.91,20,8,1.1,1642.1,125.49
PROD_0417,276.36,320.71,99,8,2.5,1554.56,374.48
PROD_0418,544.56,665.38,63,3,2.9,726.48,799.51
PROD_0419,606.85,705.32,90,3,1.7,1396.06,829.23
PROD_0420,637.43,712.2,12,5,1.5,50.09,772.77
PROD_0421,635.9,736.57,62,3,4.5,1867.01,935.87
PROD_0422,91.14,126.8,94,5,4.8,1123.25,382.47
PROD_0423,405.65,484.3,92,8,1.3,1259.66,517.97
PROD_0424,64.9,,91,1,2.4,1346.09,85.85
PROD_0425,448.63,561.59,42,2,4.8,1144.67,552.55
PROD_0426,364.39,508.03,83,2,1.3,1720.69,535.3
PROD_0427,712.41,808.27,69,12,3.6,1238.92,1102.75
PROD_0428,293.71,378.44,58,4,4.9,1820.13,396.46
PROD_0429,111.31,144.77,5,9,4.9,1185.55,140.0
PROD_0430,131.53,166.07,27,2,2.9,383.69,186.12
PROD_0431,613.98,663.71,28,12,1.7,1831.45,904.56
PROD_0432,502.21,646.3,26,11,1.8,1379.17,736.3
PROD_0433,98.88,106.04,91,12,4.6,1413.52,150.21
PROD_0434,85.6,107.74,49,9,4.6,1971.69,115.14
PROD_0435,566.76,741.8,21,7,3.4,196.63,842.85
PROD_0436,76.76,86.26,1,10,4.1,885.76,102.58
PROD_0437,661.05,888.83,92,8,4.0,516.24,880.74
PROD_0438,570.87,605.48,58,1,3.6,1279.33,774.29
PROD_0439,83.45,112.27,79,5,4.3,1623.28,113.33
PROD_0440,86.17,104.37,55,9,3.7,1934.31,310.85
